Node	Part
§ 47.7   United States citizens and resident aliens.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.8   Voting trusts.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.9   Corporations not U.S. citizens.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.11   Evidence of ownership.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.13   Signatures and instruments made by representatives.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.15   Registration number.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.16   Temporary registration numbers.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.17   Fees.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.19   Registry.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.31   Application.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.33   Aircraft not previously registered anywhere.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.35   Aircraft last previously registered in the United States.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.37   Aircraft last previously registered in a foreign country.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.39   Effective date of registration.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.40   Registration expiration and renewal.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.41   Duration and return of Certificate.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.43   Invalid registration.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.45   Change of address.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.47   Cancellation of Certificate for export purpose.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.49   Replacement of Certificate.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.61   Dealer's Aircraft Registration Certificates.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.63   Application.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.65   Eligibility.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.67   Evidence of ownership.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.69   Limitations.	PART 47 - AIRCRAFT REGISTRATION 
§ 47.71   Duration of Certificate; change of status.	PART 47 - AIRCRAFT REGISTRATION 
§ 48.1   Applicability.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.5   Compliance dates.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.10   Definitions.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.15   Requirement to register.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.20   Eligibility for registration.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.25   Applicants.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.30   Fees.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.100   Application.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.105   Requirement to maintain current information.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.110   Registration: Persons intending to use small unmanned aircraft for purposes other than as model aircraft.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.115   Registration: Individuals intending to use small unmanned aircraft exclusively as a model aircraft.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.120   Invalid registration.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.125   Foreign civil aircraft.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.200   General.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 48.205   Display and location of unique identifier.	PART 48 - REGISTRATION AND MARKING REQUIREMENTS FOR SMALL UNMANNED AIRCRAFT
§ 49.1   Applicability.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.11   FAA Aircraft Registry.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.13   Signatures and acknowledgements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.15   Fees for recording.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.17   Conveyances recorded.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.19   Effective date of filing for recordation.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.21   Return of original conveyance.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.31   Applicability.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.33   Eligibility for recording: general requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.35   Eligibility for recording: ownership requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.37   Claims for salvage or extraordinary expenses.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.41   Applicability.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.43   Eligibility for recording: general requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.45   Recording of releases, cancellations, discharges, and satisfactions: special requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.51   Applicability.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.53   Eligibility for recording: general requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.55   Recording of releases, cancellations, discharges, and satisfactions: special requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.61   Applicability.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 49.63   Eligibility for Authorization for Transmission to the International Registry: general requirements.	PART 49 - RECORDING OF AIRCRAFT TITLES AND SECURITY DOCUMENTS 
§ 60.1   Applicability.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.2   Applicability of sponsor rules to persons who are not sponsors and who are engaged in certain unauthorized activities.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.3   Definitions.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.4   Qualification Performance Standards.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.5   Quality management system.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.7   Sponsor qualification requirements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.9   Additional responsibilities of the sponsor.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.11   FSTD use.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.13   FSTD objective data requirements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.14   Special equipment and personnel requirements for qualification of the FSTD.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.15   Initial qualification requirements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.16   Additional qualifications for a currently qualified FSTD.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.17   Previously qualified FSTDs.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.19   Inspection, continuing qualification evaluation, and maintenance requirements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.20   Logging FSTD discrepancies.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.21   Interim qualification of FSTDs for new aircraft types or models.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.23   Modifications to FSTDs.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.25   Operation with missing, malfunctioning, or inoperative components.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.27   Automatic loss of qualification and procedures for restoration of qualification.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.29   Other losses of qualification and procedures for restoration of qualification.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.31   Recordkeeping and reporting.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.33   Applications, logbooks, reports, and records: Fraud, falsification, or incorrect statements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.35   Specific full flight simulator compliance requirements.	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 60.37   FSTD qualification on the basis of a Bilateral Aviation Safety Agreement (BASA).	PART 60 - FLIGHT SIMULATION TRAINING DEVICE INITIAL AND CONTINUING QUALIFICATION AND USE 
§ 61.1   Applicability and definitions.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.2   Exercise of Privilege.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.3   Requirement for certificates, ratings, and authorizations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.4   Qualification and approval of flight simulators and flight training devices.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.5   Certificates and ratings issued under this part.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.7   Obsolete certificates and ratings.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.8   Inapplicability of unmanned aircraft operations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.11   Expired pilot certificates and re-issuance.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.13   Issuance of airman certificates, ratings, and authorizations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.15   Offenses involving alcohol or drugs.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.16   Refusal to submit to an alcohol test or to furnish test results.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.17   Temporary certificate.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.18   Security disqualification.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.19   Duration of pilot and instructor certificates and privileges.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.21   Duration of a Category II and a Category III pilot authorization (for other than part 121 and part 135 use).	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.23   Medical certificates: Requirement and duration.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.25   Change of name.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.27   Voluntary surrender or exchange of certificate.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.29   Replacement of a lost or destroyed airman or medical certificate or knowledge test report.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.31   Type rating requirements, additional training, and authorization requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.33   Tests: General procedure.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.35   Knowledge test: Prerequisites and passing grades.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.37   Knowledge tests: Cheating or other unauthorized conduct.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.39   Prerequisites for practical tests.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.41   Flight training received from flight instructors not certificated by the FAA.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.43   Practical tests: General procedures.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.45   Practical tests: Required aircraft and equipment.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.47   Status of an examiner who is authorized by the Administrator to conduct practical tests.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.49   Retesting after failure.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.51   Pilot logbooks.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.52   Use of aeronautical experience obtained in ultralight vehicles.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.53   Prohibition on operations during medical deficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.55   Second-in-command qualifications.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.56   Flight review.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.57   Recent flight experience: Pilot in command.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.58   Pilot-in-command proficiency check: Operation of an aircraft that requires more than one pilot flight crewmember or is turbojet-powered.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.59   Falsification, reproduction, or alteration of applications, certificates, logbooks, reports, or records.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.60   Change of address.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.61   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.63   Additional aircraft ratings (other than for ratings at the airline transport pilot certification level).	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.64   Use of a flight simulator and flight training device.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.65   Instrument rating requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.66   Enhanced Flight Vision System Pilot Requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.67   Category II pilot authorization requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.68   Category III pilot authorization requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.69   Glider and unpowered ultralight vehicle towing: Experience and training requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.71   Graduates of an approved training program other than under this part: Special rules.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.73   Military pilots or former military pilots: Special rules.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.75   Private pilot certificate issued on the basis of a foreign pilot license.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.77   Special purpose pilot authorization: Operation of a civil aircraft of the United States and leased by a non-U.S. citizen.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.81   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.83   Eligibility requirements for student pilots.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.85   Application.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.87   Solo requirements for student pilots.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.89   General limitations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.93   Solo cross-country flight requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.94   Student pilot seeking a sport pilot certificate or a recreational pilot certificate: Operations at airports within, and in airspace located within, Class B, C, and D airspace, or at airports with an operational control tower in other airspace.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.95   Operations in Class B airspace and at airports located within Class B airspace.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.96   Applicability and eligibility requirements: General.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.97   Aeronautical knowledge.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.98   Flight proficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.99   Aeronautical experience.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.100   Pilots based on small islands.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.101   Recreational pilot privileges and limitations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.102   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.103   Eligibility requirements: General.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.105   Aeronautical knowledge.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.107   Flight proficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.109   Aeronautical experience.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.110   Night flying exceptions.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.111   Cross-country flights: Pilots based on small islands.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.113   Private pilot privileges and limitations: Pilot in command.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.115   Balloon rating: Limitations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.117   Private pilot privileges and limitations: Second in command of aircraft requiring more than one pilot.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.121   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.123   Eligibility requirements: General.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.125   Aeronautical knowledge.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.127   Flight proficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.129   Aeronautical experience.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.131   Exceptions to the night flying requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.133   Commercial pilot privileges and limitations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.151   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.153   Eligibility requirements: General.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.155   Aeronautical knowledge.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.156   Training requirements: Airplane category - multiengine class rating or airplane type rating concurrently with airline transport pilot certificate.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.157   Flight proficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.159   Aeronautical experience: Airplane category rating.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.160   Aeronautical experience - airplane category restricted privileges.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.161   Aeronautical experience: Rotorcraft category and helicopter class rating.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.163   Aeronautical experience: Powered-lift category rating.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.165   Additional aircraft category and class ratings.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.167   Airline transport pilot privileges and limitations.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.169   Letters of authorization for institutions of higher education.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.181   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.183   Eligibility requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.185   Aeronautical knowledge.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.187   Flight proficiency.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.189   Flight instructor records.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.191   Additional flight instructor ratings.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.193   Flight instructor privileges.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.195   Flight instructor limitations and qualifications.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.197   Renewal requirements for flight instructor certification.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.199   Reinstatement requirements of an expired flight instructor certificate.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.211   Applicability.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.213   Eligibility requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.215   Ground instructor privileges.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.217   Recent experience requirements.	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.301   What is the purpose of this subpart and to whom does it apply?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.303   If I want to operate a light-sport aircraft, what operating limits and endorsement requirements in this subpart must I comply with?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.305   What are the age and language requirements for a sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.307   What tests do I have to take to obtain a sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
§ 61.309   What aeronautical knowledge must I have to apply for a sport pilot certificate?	PART 61 - CERTIFICATION: PILOTS, FLIGHT INSTRUCTORS, AND GROUND INSTRUCTORS 
